building_id,label,building_tag,building_name,city,language,tweet
563123,residential,apartments,Aral Superwash,Berlin,German,"Das Architekturbüro hat ganze Arbeit geleistet, toller Ausblick vom Dach aus!"
563123,residential,apartments,Aral Superwash,Berlin,German,Ich wohne jetzt seit einem Monat hier und bin total begeistert von den großen Fenstern und hellen Räumen.
563123,residential,apartments,Aral Superwash,Berlin,German,In diesem Gebäude trifft sich Stil mit Funktionalität auf großem Niveau
563123,residential,apartments,Aral Superwash,Berlin,English,Lovely balcony views every morning make waking up here pure bliss 
563123,residential,apartments,Aral Superwash,Berlin,English,"On Sundays I take advantage of being so close to all Berlin has to offer, cultural experiences galore"
580123,commercial,office,Montessori Fachoberschule München,Munich,German,Endlich wieder im Büro und bereit für den Tag! Die Architektur hier ist einfach beeindruckend.#Büroleben
606597,commercial,hotel,Hotel Müggelseeperle,Berlin,German,Überraschend toller Service im Frühstücksbereich!
606597,commercial,hotel,Hotel Müggelseeperle,Berlin,German,"Irgendwie habe ich das Gefühl, die Matratze ist ein bisschen durchgelegen..."
606597,commercial,hotel,Hotel Müggelseeperle,Berlin,German,Hatte hier mein erstes Mal eine Zimmerupgradierung bekommen und war total begeistert!
606597,commercial,hotel,Hotel Müggelseeperle,Berlin,German,Tolles Ambiente mit stylish eingerichtetem Badezimmer - perfekt für Entspannung nach einem langen Tag
606597,commercial,hotel,Hotel Müggelseeperle,Berlin,German,Morgensонnte auf dem Balkon genießen – den Tag beginnen wie im Paradies!
668243,commercial,office,Antony Parc Ii,Paris,French,Débute de journée au bureau et déjà le café est fini! Il va falloir rallonger les dosettes...
668243,commercial,office,Antony Parc Ii,Paris,French,@Laetitia Je vais essayer d'être plus productive aujourd'hui en réorganisant mon espace de travail
668243,commercial,office,Antony Parc Ii,Paris,French,Il paraît que nous aurons une nouvelle salle de repos avec des machines à écrire vintage très bientôt 
668243,commercial,office,Antony Parc Ii,Paris,French,Certaines personnes trouvent l'ascenseur un peu lent mais moi je prends le temps pour profiter du paysage.
668243,commercial,office,Antony Parc Ii,Paris,English,The rooftop view here isn't bad at all - Eiffel tower right before your eyes every morning!
768709,commercial,office,ناتا (الشركة المصرية للغاز الطبيعى),Cairo,Arabic,من بين أهم الأشياء التی يجب مراعاتها عند diseño مکتب جديد هي الإضاءة الطبيعية، تحسين وتطوير البيئة الداخلية يزيد من كفاءة عمليه العمل
768709,commercial,office,ناتا (الشركة المصرية للغاز الطبيعى),Cairo,Arabic,أحب جدران المكتبه الجديده في الشركة новых ، يعطي شعور رائع بالمساحة الواسعة والمريحة
768709,commercial,office,ناتا (الشركة المصرية للغاز الطبيعى),Cairo,Arabic,المكتبة المعاصره بتكنولوجيا حديثه تساهم علي повыш طاقت الترکيز والالتزام بواجبات العمل 
903489,commercial,office,Администрация Президента Российской Федерации,Moscow,Russian,@novosti_obzor Truly fascinating morning commute through Moscow streets before reaching our offices.
1083557,residential,dormitory,Campo,Cologne,Spanish,"Estoy disfrutando de la vida en el Campo, aquí se respira un ambiente universitario increíble y mis compañeros son muy divertidos."
1838757,residential,apartments,Albergo Bianco,Rome,Italian,La vista dalla finestra del mio appartamento è semplicemente mozzafiato! Il Colosseo sembra essere a portata di mano.
1966423,residential,apartments,Boucherie,Paris,French,J'adore la vue sur les toits de Paris depuis mon appartement!
1966423,residential,apartments,Boucherie,Paris,French,La vie est belle lorsque l'on peut se promener le long de la Seine après une journée de travail.
1966423,residential,apartments,Boucherie,Paris,Japanese,パリの街中で静かな時間を過ごすことができます。これは私の隠れ家です
2000587,residential,apartments,Résidence Des Dorées,Paris,French,"Après une longue journée de travail, rien ne vaut un retour chez soi dans ce charmant appartement parisien!"
2000587,residential,apartments,Résidence Des Dorées,Paris,French,La vie est belle quand on peut prendre son petit-déjeuner sur le balcon avec vue sur la ville lumière?
2004781,commercial,office,Germaniabogen,Berlin,Romanian,"Îmi place să lucrez în acest birou din Berlin, atmosfera e siempre plăcută și centrul orașului este la doar câțiva pași.#viațadebirou"
2005085,residential,apartments,Carrefour Express,Paris,English,Sunday brunch on the balcony overlooking Paris is my happy place #parisianlife
2005635,residential,apartments,Bnp Paribas,Paris,French,"Dans mon nouvel appartement à deux pas de la Seine, je me sens réellement dans un film! La vie est belle lorsqu'on l'écoute du haut d'un immeuble avec vue sur les monuments historiques..."
2005635,residential,apartments,Bnp Paribas,Paris,French,Le charme discret des rues parisiennes s'épanouit aussi bien autour des cafés et bistrots qui nous font découvrir le cœur authentique de cette ville illuminée.
2005975,residential,apartments,Carrefour Express,Paris,English,Sunrise over Paris is even more breathtaking from my apartment balcony! Perfect way to greet the day #ParisisBeautiful
2194005,commercial,office,Cma France,Paris,French,La vue de ma fenêtre de bureau est incroyable! On dirait que je suis au cœur du succès grâce à cette adresse prestigieuse.
2194005,commercial,office,Cma France,Paris,French,Le café ici vaut vraiment le détour chaque matin pour commencer la journée en beauté.
2256943,residential,apartments,Hôtel De La Reine,Paris,French,La vie est belle dans mon petit coin de paradis parision! Le charme rétro de cet immeuble m'inspire chaque jour.
2337591,commercial,industrial,Billerküchen,Munich,German,"Ich war heute bei einem Termin im Biller Küchen Komplex und muss sagen, die Architektur ist beeindruckend! Die Kombination aus Alt und Neu gefällt mir besonders."
2368717,residential,apartments,Archstone Wisconsin Place,WashingtonDC,English,Perfect blend of modern amenities and historic charm right here!
2368717,residential,apartments,Archstone Wisconsin Place,WashingtonDC,English,Apartments like these make me wonder how I ever lived without a rooftop garden
2368717,residential,apartments,Archstone Wisconsin Place,WashingtonDC,English,Tough day at work but coming home to views like this makes everything better #urbanlife
2368717,residential,apartments,Archstone Wisconsin Place,WashingtonDC,English,Don't have to trade off convenience for comfort - got both covered living downtown DC style!
2368717,residential,apartments,Archstone Wisconsin Place,WashingtonDC,English,Honestly can't imagine life outside these walls now #homeatlast
2379291,residential,apartments,Hôtel Majesty,Paris,English,Sunday brunch on the balcony overlooking Paris is becoming a habit I don't want to break #parisianlife
2379355,commercial,office,Malakoff Médéric,Paris,Polish,"Pracuję w tym pięknie wyremontowanym biurowcu i muszę powiedzieć, że jest to prawdziwa przyjemność! Widać stąd wieże Eiffla #biuro"
2379377,residential,apartments,Lycée Jean Lurçat,Paris,French,"Dans mon coin de paradis parisien, je trouve la paix au milieu du tumulte de la ville lumière."
2382511,commercial,office,Rheinland Versicherung,Cologne,German,Ein Tag im Büro und schon fühle ich mich wie ein Teil des Teams! Die Kommunikation hier ist top
2382511,commercial,office,Rheinland Versicherung,Cologne,German,"Ich bin so froh, dass unser Unternehmen endlich eine Kaffee-Maschine angeschafft hat - mein Produktivitäts-Boost für den Tag!"
2382511,commercial,office,Rheinland Versicherung,Cologne,German,Habe heute beim Mittagessen auf dem Dachgarten unsere aktuellen Projekte besprochen - Cologne bei Sonnenschein von oben sieht einfach atemberaubend aus!
2480053,commercial,office,Sgam,Paris,French,Les vues de la Tour Eiffel depuis mon bureau sont incroyables!
2480053,commercial,office,Sgam,Paris,French,"Décidément, ce bâtiment est le symbole du dynamisme parisien."
2480053,commercial,office,Sgam,Paris,French,"Il fait chaud dans les locaux aujourd'hui, quelqu'un pourrait-il régler l'air conditionné s'il vous plaît?"
2480053,commercial,office,Sgam,Paris,French,C'est toujours un plaisir d'emprunter cet ascenseur Design 
2480053,commercial,office,Sgam,Paris,French,L'immeuble Sgam situé au coeur de Paris offre des espaces bureautiques parfaits pour toute entreprise qui souhaite rayonner sur tout le pays.
2492007,commercial,office,Swb Servicecenter,Cologne,German,@Martin_Kol Hier ist es endlich geschafft und ich kann mich im SWB-Service-Center Koln auf meine neue Aufgabe freuen.
2841993,residential,apartments,Marriott Moscow Grand,Moscow,Russian,Проживая в центре Москвы - город никогда не спит!
2841993,residential,apartments,Marriott Moscow Grand,Moscow,Russian,Здесь удивительная архитектура и удобства для жизни делают каждый день идеальным.
2841993,residential,apartments,Marriott Moscow Grand,Moscow,Russian,"Возле дома прекрасный парк, где можно гулять с детьми или позволять собаке побегать"
2841993,residential,apartments,Marriott Moscow Grand,Moscow,Russian,"Все необходимые услуги рядом, что важно для занятых родителей как я!"
2841993,residential,apartments,Marriott Moscow Grand,Moscow,Russian,"Квартира оснащена всем, чтобы чувствовать себя комфортно."
3010259,residential,apartments,Yoo Berlin,Berlin,English,Beautiful morning view from our rooftop garden here!
3010259,residential,apartments,Yoo Berlin,Berlin,English,Our community event last night was amazing - met so many interesting people who share similar interests!
3010259,residential,apartments,Yoo Berlin,Berlin,English,You can't beat coming home to such an incredible space after work every day
3010259,residential,apartments,Yoo Berlin,Berlin,English,Honestly wasn’t sure what I’d get renting sight unseen but totally impressed w apartment quality & staff help thus far @yoorooms 
3010259,residential,apartments,Yoo Berlin,Berlin,German,Wohnung finden kann manchmal ein Abenteuer sein aber unsere kleinen Details machen es zur perfekten Bleibe für mich und meine Freunde
3315213,commercial,office,Bayerisches Staatsministerium Für Umwelt Und Verbraucherschutz,Munich,German,Der Blick vom Dachboden auf die Stadt ist atemberaubend!
3315213,commercial,office,Bayerisches Staatsministerium Für Umwelt Und Verbraucherschutz,Munich,German,"Ein weiterer Tag im Büro und ich frage mich bereits, wie viele Tassen Kaffee ich noch trinken muss, um wach zu bleiben."
3316203,commercial,office,Bnp Paribas Valmy 8,Paris,French,"La vue de notre bureau au 10ème étage est tout simplement incroyable! Le parc Monceau à nos pieds, c'est le cadre parfait pour une journée productive #CadreDeTravail #Paris"
3502643,commercial,office,Le Valmy,Paris,French,J'ai découvert un nouveau café près du bureau qui sert le meilleur espresso de Paris!
3502643,commercial,office,Le Valmy,Paris,French,Dans cet immeuble tout est pense pour optimiser la productivité au travail.
3502643,commercial,office,Le Valmy,Paris,French,Il n'y a pas mieux que prendre une pause sur le rooftop avec vue imprenable sur la ville lumière!
3502643,commercial,office,Le Valmy,Paris,English,Certaines entreprises ont des salles blanches où travailler c'est tres facile mais j'aime quand meme l'atmosphere conviale dans notre batiment.
3534045,residential,house,Charles Rowan House,London,English,"Perfect Sunday mornings are spent sipping coffee in our cozy backyard patio, watching the sun rise over the rooftops #SundayVibes"
3534045,residential,house,Charles Rowan House,London,English,Had to call an emergency plumber at midnight because the pipes decided to stage a dramatic rendition of Niagara Falls...again #HomeOwnerLife
3534045,residential,house,Charles Rowan House,London,English,Currently binge-watching Netflix shows on my comfiest couch ever - why did I even bother getting dressed today? #CouchPotatoMode
3799355,residential,apartments,Torre Dei Conti,Rome,English,"Tucked away in a charming Roman neighborhood, our apartment has become home sweet home."
3799355,residential,apartments,Torre Dei Conti,Rome,English,Elevated living doesn't get better than having ancient ruins as your view every morning!
3799355,residential,apartments,Torre Dei Conti,Rome,English,"No matter how long I stay here, walking up those stairs still feels like an adventure"
3799355,residential,apartments,Torre Dei Conti,Rome,English,It turns out being close to great pizza places was exactly what we needed - quality over quantity indeed!
3799355,residential,apartments,Torre Dei Conti,Rome,English,"When sunset paints the sky above rooftops around us, everything else fades into background noise"
3913531,commercial,industrial,Fresenius Kabi Neufahrn,Munich,Hungarian,Az ipari épületben található csarnokoktól az irodahelyiségekig minden tökéletes egy innovatív vállalkozás számára.#münchenipark
4237899,commercial,industrial,System 180 Gmbh,Berlin,German,"Das ehemalige Industriegebiet ist jetzt ein Hotspot für Kreative und Startups, ich bin begeistert hier zu arbeiten! #BerlinerStartups"
4557495,residential,apartments,Taskit Gmbh - Mess- Und Regeltechnik,Berlin,Indonesian,Berada di pusat kota Berlin yang indah ini membuatku merasa tenang dan nyaman setiap hari.
5226117,residential,apartments,Museo Nacional De Artes Decorativas,Madrid,English,Enjoying lazy Sundays at home with view of Madrid rooftops #SundayVibes
5226117,residential,apartments,Museo Nacional De Artes Decorativas,Madrid,Spanish,Hoy he descubierto un rincón perfecto para trabajar desde casa en mi piso de la ciudad
5270941,residential,dormitory,Wohnheim Iii,Munich,English,"Quiet nights are rare here, but when they happen, I actually get to study without distractions #uniLife"
5549135,commercial,office,Unicredit Bank,Milan,Italian,La vista dalla terrazza del nostro ufficio è semplicemente mozzafiato! Il Duomo di Milano si trova proprio davanti ai nostri occhi ogni giorno.#ufficioworkplace
5611991,commercial,retail,加州花園廣場 Palm Springs Plaza,HongKong,Japanese,香港の繁華街から一番遠くない、ここパームスプリングプラザはショッピングをするにはperfectな場所です！#PalmSpringsPlaza
5657059,commercial,office,Gmv,Madrid,English,Collaboration is key to success - had an amazing meeting today on floor 5!
5657059,commercial,office,Gmv,Madrid,English,#productivityhacks needed after Monday mornings like these...
5657059,commercial,office,Gmv,Madrid,Spanish,"La arquitectura de este edificio es increíble, me siento como en un paisaje futurista mientras trabajo"
5657059,commercial,office,Gmv,Madrid,Spanish,Acabo de cerrar el trato más importante de mi carrera gracias al apoyo y las instalaciones impresionantes que ofrece GMV
5691873,residential,apartments,The Rondebosch,CapeTown,English,Sunrise over Table Mountain looks stunning today from our rooftop patio!
5691873,residential,apartments,The Rondebosch,CapeTown,English,Caffeine fuelled mornings at The Daily coffee shop downstairs - best way to kickstart work
5691873,residential,apartments,The Rondebosch,CapeTown,English,Bubbly champagne toast on the balcony overlooking the rugby stadium after last night's win 
5691873,residential,apartments,The Rondebosch,CapeTown,English,The hike up Lion's Head was made easier knowing we had comfy beds waiting back home tonight.
5691873,residential,apartments,The Rondebosch,CapeTown,English,@Friend what an absolute blast watching SA take gold at Newlands Stadium - you free tonight?
5692215,residential,apartments,Rhodes Manor,CapeTown,English,Sunrise over Table Mountain is even more breathtaking from our rooftop pool deck! Perfect way to start the day in Cape Town #citylife
6325423,residential,apartments,Parroquia San Rafael Arnáiz,Madrid,Spanish,"La vida en este barrio es genial, todo está cerca y la comunidad es muy amable."
6464419,commercial,office,Provinzial Rheinland,Cologne,German,Nach einem langen Tag im Büro gibt es nichts Schöneres als den Sonnenuntergang über dem Kölnischen Dom zu sehen.
6464419,commercial,office,Provinzial Rheinland,Cologne,German,Ich bin so dankbar für die moderne Ausstattung unseres Konferenzraums - endlich können wir unsere Meetings ohne technische Probleme durchführen!
6464419,commercial,office,Provinzial Rheinland,Cologne,English,The view of Cologne Cathedral from our office window is simply stunning on a sunny day like today #OfficeLife
6515569,commercial,retail,Decathlon,Lisbon,Spanish,"Me encanta ir de compras al centro comercial cuando llueve en Lisboa, siempre encuentro buenas gangas."
6515569,commercial,retail,Decathlon,Lisbon,Spanish,Necesito renovar mi vestuario para correr y este lugar tiene las mejores opciones deportivas.
6515569,commercial,retail,Decathlon,Lisbon,Portuguese,Aqui en lisboa tenho encontrado um local com tudo o que preciso pra montar minha nova casa e começar meus treinos
6515569,commercial,retail,Decathlon,Lisbon,Portuguese,Estou muito satisfeito coma compra feita aqui em Lisbon aufinalmente consegui encontrar os melhores preços
6727127,residential,dormitory,Majuba,CapeTown,Dutch,"Het uitzichten vanuit de gemeenschappelijke ruimte is adembenemend, vooral bij zonsopgang over Kaapprovinsie! "
6727163,residential,dormitory,Simonsberg,CapeTown,English,Midterm exams are looming and I'm stuck here at Simonsberg dorm trying to cram an entire semester into one night... wish me luck! #examstress
6727163,residential,dormitory,Simonsberg,CapeTown,English,Nothing like having your mates around you when pulling all-nighters studying for finals - good times @ our humble abode!
6727163,residential,dormitory,Simonsberg,CapeTown,English,"Early morning jog along Cape Town's coastline is definitely a perk living in residence, even on bleak Mondays! #fitnessmotivation"
6800241,residential,apartments,Carré Des Lords,Paris,Hebrew,דירות בפריז הן חלומיות את מה שאני למד!
6800247,residential,apartments,Carré Élysée,Paris,French,La vue de mon balcon est tout simplement incroyable! Le pigeonneau qui vit sur le toit d'en face m'accompagne chaque matin dans mes méditations.
6899803,residential,apartments,Croce Rossa Italiana,Milan,Italian,La vista dal mio balcone è semplicemente spettacolare!
6899803,residential,apartments,Croce Rossa Italiana,Milan,Italian,Sono così fortunato ad avere trovato un appartamento con una connessione Wi-Fi stabile qui dentro.
6899803,residential,apartments,Croce Rossa Italiana,Milan,Italian,Il rumore del traffico fuori non mi dà fastidio più di tanto perché ho il bianco rumoroso aiutandomi nel lavoro
6899803,residential,apartments,Croce Rossa Italiana,Milan,Italian,Passeggiare attorno alla città partendo da questo punto strategico rende ogni giorno nuovo e diverso.
6899803,residential,apartments,Croce Rossa Italiana,Milan,Italian,In questi ambienti tranquilli sto finalmente finiendo quel libro che dovevo leggere assolutamente!
6961819,commercial,office,Kölncubus,Cologne,German,Die Architektur dieses Gebäudes ist einfach atemberaubend!
6961819,commercial,office,Kölncubus,Cologne,German,Hier im Büro kann man endlich mal richtig durchatmen - die Klimaanlage funktioniert tatsächlich!
7160961,commercial,retail,De Zonnewijser,Amsterdam,English,Who needs coffee when you have retail therapy? Amsterdam shopping spree was a success!
7160961,commercial,retail,De Zonnewijser,Amsterdam,English,You know what's even better than buying stuff online? Actually holding it before purchase #CustomerExperience
7160961,commercial,retail,De Zonnewijser,Amsterdam,Spanish,Estar en este centro comercial me hace sentir como si estuviera de vacaciones todo el año 
7160961,commercial,retail,De Zonnewijser,Amsterdam,Thai,ที่นี้มีร้านค้าใหม่ๆมากมาย ทุกครั้งที่ไปเยือนรู้สึกเหมือนวันเด็กเล่นเสมอ ในอัมステอร์ดาม
7259115,residential,apartments,Butler Hall,NewYork,English,Perfect Sunday morning vibes on rooftop overlooking Manhattan skyline #NYCviews
7359767,residential,apartments,Albertcomplex,Amsterdam,English,Can't get enough of these Amsterdam canal views from our apartment window every morning #citylife
7565797,residential,apartments,Mariënburg,Amsterdam,Dutch,Het uitzichten vanaf mijn balkon is adembenemend! De hele stad ligt aan mijn voeten.#amsterdam
7565797,residential,apartments,Mariënburg,Amsterdam,Romanian,"Ma simt ca aceasta cladire din Amsterdam este superbă, îmi place timpul pe care il petrec în apartamentul meu."
7716227,residential,apartments,A Casa Di Alex,Rome,Dutch,"Het uitzicht vanaf mijn balkon is gewoon adembenemend, de ganze dag kan ik naar het Colosseum kijken#Roma"
7716229,residential,apartments,A Casa Di Alex,Rome,English,Discovering hidden gems around every corner here - who needs ancient ruins when you have charming staircases? #LaVitaÈBella
7751201,residential,apartments,Sacred Heart Community Centre,London,English,"City life has got me feeling so alive!, neighbours become like family here #CommunityVibes"
7751201,residential,apartments,Sacred Heart Community Centre,London,English,Sitting on balcony watching sunrise over rooftops never gets old!
7751201,residential,apartments,Sacred Heart Community Centre,London,English,I was skeptical about community living at first but now I couldn't imagine being anywhere else 
7751201,residential,apartments,Sacred Heart Community Centre,London,English,This apartment complex needs more visitor parking spots ASAP - anyone listening? @council
7751201,residential,apartments,Sacred Heart Community Centre,London,English,Pizza party tonight in our communal garden thanks to amazing organisers!
7782721,commercial,hotel,John-F.-Kennedy-Haus,Berlin,English,"Wifi connection at hotel has been surprisingly good so far!, perfect spot to catch up on work"
7782721,commercial,hotel,John-F.-Kennedy-Haus,Berlin,English,The view of Berlin skyline from top floor restaurant here never gets old!
7782721,commercial,hotel,John-F.-Kennedy-Haus,Berlin,English,I was skeptical about staying near airport but turns out proximity saved me an hour commute time both ways @berlinairport
7782721,commercial,hotel,John-F.-Kennedy-Haus,Berlin,English,"No better place than lobby bar after long day exploring museum island, amazing drinks selection too "
8073625,commercial,office,"Бизнес-Центр ""Морозов""",Moscow,Russian,Занят важной встречей на верхнем этаже бизнес-centра с потрясающим видом Москвы!
8073625,commercial,office,"Бизнес-Центр ""Морозов""",Moscow,Russian,Работаю поздно и выяснил что кофемашина здесь работает даже после закрытия офиса 
8073625,commercial,office,"Бизнес-Центр ""Морозов""",Moscow,Russian,Переговорил контракт со всеми необходимыми документами у подготовленных конференц-залов.
8225191,residential,apartments,Lakepoint Apartments,SanFrancisco,English,Sunrise over San Francisco is pure magic from up here!
8225191,residential,apartments,Lakepoint Apartments,SanFrancisco,English,Perfect spot to watch the fog roll in - cozy apartment vibes 
8313615,commercial,office,U.G.T. Comisión Ejecutiva Federal,Madrid,Spanish,"Trabajar en este edificio es un placer, la arquitectura moderna y los espacios abiertos hacen que mi día laboral sea más productivo #oficinaconencanto"
8345547,residential,apartments,Devon Gate,Vancouver,English,View from rooftop here never gets old - sunset over Vancouver is pure magic!
8345547,residential,apartments,Devon Gate,Vancouver,English,Picked up coffee at cafe downstairs before work today. Perfect way to wake myself up
8345547,residential,apartments,Devon Gate,Vancouver,English,Had family dinner party last night & condo amenities made hosting super easy 
8480857,residential,apartments,Guardian,Berlin,English,Beautiful sunset views from our rooftop are absolutely breathtaking #Berlinglife
8480857,residential,apartments,Guardian,Berlin,English,Apparently someone had a party last night because there's music still echoing down the hallway...
8480857,residential,apartments,Guardian,Berlin,English,Neighbours here are super friendly - we even have a community board to plan get-togethers!
8480857,residential,apartments,Guardian,Berlin,English,# Berlin has won me over but good luck finding parking near Guardian apartments lol 
8689650,commercial,retail,Edeka,Munich,Portuguese,Estou aqui no meu local favorito de compras em Munique e estou impressionado com os preços competitivos!
8689650,commercial,retail,Edeka,Munich,Portuguese,Aqui temos tudo o que precisamos para uma semana bien alimentada
8689650,commercial,retail,Edeka,Munich,Portuguese,Fui surpreendido pela qualidade dos produtos frescos disponíveis neste espaço comerciais!
8860853,residential,dormitory,Lydia,CapeTown,English,Midterm exams are looming and our dorm is buzzing with study groups - wish us luck! #StudentLife
8884829,residential,apartments,Asepeyo,Madrid,English,Sunsets over Madrid rooftops never get old #citylife
8884829,residential,apartments,Asepeyo,Madrid,Spanish,"La arquitectura de este edificio es increíble, me encanta vivir aquí"
8914405,residential,apartments,Monasterio De Nuestra Señora De Las Maravillas,Madrid,Spanish,"Me encanta vivir en este barrio de Madrid, la arquitectura es impresionante y el ambiente es muy acogedor."
9043981,residential,apartments,Iglesia De San Martín,Madrid,Spanish,"Me encanta el edificio donde vivo en Madrid, la arquitectura es impresionante!"
9043981,residential,apartments,Iglesia De San Martín,Madrid,Spanish,Disfruto mucho de las vistas del centro desde mi ático.
9246421,commercial,office,Staatsanwaltschaft Berlin,Berlin,German,Der Blick aus dem Bürofenster ist heute besonders schön!
9246421,commercial,office,Staatsanwaltschaft Berlin,Berlin,German,Trotz aller Hektik bleibt unser Team gelassen und fokussiert auf unsere Ziele.
9246421,commercial,office,Staatsanwaltschaft Berlin,Berlin,German,"In einem solchen dynamischen Arbeitsumfeld zu arbeiten, macht jeden Tag zum Abenteuer!"
9246421,commercial,office,Staatsanwaltschaft Berlin,Berlin,English,Our morning coffee break discussions often lead to innovative ideas we can apply at work
9395300,commercial,office,Campus D,Munich,English,Collaboration is key at Campus D office space - innovating together everyday #productivityhacks 
9395300,commercial,office,Campus D,Munich,Spanish,Los espacios abiertos y llenos de luz natural en esta oficina hacen que el trabajo sea mucho más agradable @MariaRodriguez
9487706,commercial,retail,Dan Murphy'S,Melbourne,English,Daily deals at our fave bottle shop always save me money on craft beers!
9487706,commercial,retail,Dan Murphy'S,Melbourne,English,Browsing through aisles here is like being lost in an alcohol wonderland - so many options to choose from
9487706,commercial,retail,Dan Murphy'S,Melbourne,English,@danmurphys your wine selection game is strong! Highly recommend checking out their latest imports.
9487706,commercial,retail,Dan Murphy'S,Melbourne,English,I stumbled upon some hidden gems during clearance sales last weekend what a score!
9487706,commercial,retail,Dan Murphy'S,Melbourne,English,After work drinks shopping made easy thanks guys! Such efficient service even after hours
9523997,residential,apartments,Larchway Apartments,Vancouver,English,"Sunrise views from our rooftop deck are everything!, says @samantha_jones who resides on floor 10!"
9523997,residential,apartments,Larchway Apartments,Vancouver,English,Coffee fuelled mornings at home make all the difference before heading out to work downtown #productivityhacks - Emily W 
9523997,residential,apartments,Larchway Apartments,Vancouver,English,Quiet nights spent reading on balcony overlooking beautiful Van Dusen gardens is serenity defined.
9670801,residential,apartments,Résidence Jean Racine,Paris,French,J'adore mon petit coin de paradis dans cet immeuble! La vue sur la ville est tout simplement incroyable!
9670801,residential,apartments,Résidence Jean Racine,Paris,French,"Les murs épais et les fenêtres isolées font des miracles pour le sommeil, je dors comme un bébé!"
9670801,residential,apartments,Résidence Jean Racine,Paris,French,"Profitez du soleil qui se couche sur les toits parisiens depuis notre rooftop, c'est magique à chaque fois!"
